structureId	chainId	macromoleculeType	chainLength	experimentalTechnique	resolution	scopDomain	pfam	ligandId	ligandName	source	structureTitle	citation	rObserved	rFree	rWork	spaceGroup
6O2A	D	Protein	215	X-ray	2.15	NA	NA	EDO (3)	1,2-ETHANEDIOL (3)	Homo sapiens	Crystal structure of 4493 Fab in complex with circumsporozoite protein NDN and anti-kappa VHH domain	Murugan, R., et al. Nat Med (2020)	0.1932	0.2211	0.1928	P 1
6O2A	B	Protein	215	X-ray	2.15	NA	NA	EDO (4)	1,2-ETHANEDIOL (4)	Homo sapiens	Crystal structure of 4493 Fab in complex with circumsporozoite protein NDN and anti-kappa VHH domain	Murugan, R., et al. Nat Med (2020)	0.1932	0.2211	0.1928	P 1
6O2A	O	Protein	225	X-ray	2.15	NA	NA	EDO	1,2-ETHANEDIOL	Homo sapiens	Crystal structure of 4493 Fab in complex with circumsporozoite protein NDN and anti-kappa VHH domain	Murugan, R., et al. Nat Med (2020)	0.1932	0.2211	0.1928	P 1
6O2A	H	Protein	225	X-ray	2.15	NA	NA	EDO	1,2-ETHANEDIOL	Homo sapiens	Crystal structure of 4493 Fab in complex with circumsporozoite protein NDN and anti-kappa VHH domain	Murugan, R., et al. Nat Med (2020)	0.1932	0.2211	0.1928	P 1
6O2A	C	Protein	225	X-ray	2.15	NA	NA	EDO (3)	1,2-ETHANEDIOL (3)	Homo sapiens	Crystal structure of 4493 Fab in complex with circumsporozoite protein NDN and anti-kappa VHH domain	Murugan, R., et al. Nat Med (2020)	0.1932	0.2211	0.1928	P 1
6O2A	A	Protein	225	X-ray	2.15	NA	NA	EDO	1,2-ETHANEDIOL	Homo sapiens	Crystal structure of 4493 Fab in complex with circumsporozoite protein NDN and anti-kappa VHH domain	Murugan, R., et al. Nat Med (2020)	0.1932	0.2211	0.1928	P 1
6PCU	H	Protein	252	X-ray	2.4	automated matches	NA	NA	NA	Homo sapiens	VP8* of a G2P[4] human rotavirus in complex with scFv antibody 9	Feng, N., et al. J Clin Invest (2019)	0.189	0.237	0.186	I 41 2 2
6PCU	E	Protein	252	X-ray	2.4	automated matches	NA	SO4 (2)	SULFATE ION (2)	Homo sapiens	VP8* of a G2P[4] human rotavirus in complex with scFv antibody 9	Feng, N., et al. J Clin Invest (2019)	0.189	0.237	0.186	I 41 2 2
6PCU	B	Protein	252	X-ray	2.4	automated matches	NA	SO4	SULFATE ION	Homo sapiens	VP8* of a G2P[4] human rotavirus in complex with scFv antibody 9	Feng, N., et al. J Clin Invest (2019)	0.189	0.237	0.186	I 41 2 2
6PCU	A	Protein	162	X-ray	2.4	automated matches	Outer Capsid protein VP4 (Hemagglutinin) Concanavalin-like domain (VP4_haemagglut)	SO4,GOL	SULFATE ION,GLYCEROL	Rotavirus A	VP8* of a G2P[4] human rotavirus in complex with scFv antibody 9	Feng, N., et al. J Clin Invest (2019)	0.189	0.237	0.186	I 41 2 2
6PCU	D	Protein	162	X-ray	2.4	automated matches	Outer Capsid protein VP4 (Hemagglutinin) Concanavalin-like domain (VP4_haemagglut)	SO4 (2),GOL (2)	SULFATE ION (2),GLYCEROL (2)	Rotavirus A	VP8* of a G2P[4] human rotavirus in complex with scFv antibody 9	Feng, N., et al. J Clin Invest (2019)	0.189	0.237	0.186	I 41 2 2
6PCU	G	Protein	162	X-ray	2.4	automated matches	Outer Capsid protein VP4 (Hemagglutinin) Concanavalin-like domain (VP4_haemagglut)	GOL	GLYCEROL	Rotavirus A	VP8* of a G2P[4] human rotavirus in complex with scFv antibody 9	Feng, N., et al. J Clin Invest (2019)	0.189	0.237	0.186	I 41 2 2
6PHC	D	Protein	217	X-ray	2.9	automated matches	NA	NA	NA	Homo sapiens	Pfs25 in complex with the human transmission blocking antibody 2544	McLeod, B., et al. Nat Commun (2019)	0.2022	0.238	0.2003	P 31 2 1
6PHC	B	Protein	217	X-ray	2.9	automated matches	NA	NA	NA	Homo sapiens	Pfs25 in complex with the human transmission blocking antibody 2544	McLeod, B., et al. Nat Commun (2019)	0.2022	0.238	0.2003	P 31 2 1
6PHC	C	Protein	228	X-ray	2.9	automated matches	NA	GOL (2)	GLYCEROL (2)	Homo sapiens	Pfs25 in complex with the human transmission blocking antibody 2544	McLeod, B., et al. Nat Commun (2019)	0.2022	0.238	0.2003	P 31 2 1
6PHC	A	Protein	228	X-ray	2.9	automated matches	NA	NA	NA	Homo sapiens	Pfs25 in complex with the human transmission blocking antibody 2544	McLeod, B., et al. Nat Commun (2019)	0.2022	0.238	0.2003	P 31 2 1
6PHC	E	Protein	184	X-ray	2.9	NA	Pvs28 EGF domain (Plasmod_Pvs28)	NA	NA	Plasmodium falciparum	Pfs25 in complex with the human transmission blocking antibody 2544	McLeod, B., et al. Nat Commun (2019)	0.2022	0.238	0.2003	P 31 2 1
6PHC	I	Protein	184	X-ray	2.9	NA	Pvs28 EGF domain (Plasmod_Pvs28)	GOL (2)	GLYCEROL (2)	Plasmodium falciparum	Pfs25 in complex with the human transmission blocking antibody 2544	McLeod, B., et al. Nat Commun (2019)	0.2022	0.238	0.2003	P 31 2 1
6ULE	I	Protein	20	X-ray	2.55	NA	NA	NA	NA	Plasmodium falciparum	Crystal structure of 2541 Fab in complex with circumsporozoite protein NANP5	Murugan, R., et al. Nat Med (2020)	0.211	0.2588	0.2085	P 1 21 1
6ULE	D	Protein	213	X-ray	2.55	NA	NA	NA	NA	Homo sapiens	Crystal structure of 2541 Fab in complex with circumsporozoite protein NANP5	Murugan, R., et al. Nat Med (2020)	0.211	0.2588	0.2085	P 1 21 1
6ULE	B	Protein	213	X-ray	2.55	NA	NA	NA	NA	Homo sapiens	Crystal structure of 2541 Fab in complex with circumsporozoite protein NANP5	Murugan, R., et al. Nat Med (2020)	0.211	0.2588	0.2085	P 1 21 1
6ULE	C	Protein	226	X-ray	2.55	NA	NA	NA	NA	Homo sapiens	Crystal structure of 2541 Fab in complex with circumsporozoite protein NANP5	Murugan, R., et al. Nat Med (2020)	0.211	0.2588	0.2085	P 1 21 1
6ULE	A	Protein	226	X-ray	2.55	NA	NA	NA	NA	Homo sapiens	Crystal structure of 2541 Fab in complex with circumsporozoite protein NANP5	Murugan, R., et al. Nat Med (2020)	0.211	0.2588	0.2085	P 1 21 1
6UYD	B	Protein	214	X-ray	1.897	NA	NA	NA	NA	Homo sapiens	Structure of Hepatitis C Virus Envelope Glycoprotein E2mc3-v1 redesigned core from genotype 1a bound to broadly neutralizing antibody AR3C	He, L., et al. Sci Adv (2020)	0.2096	0.2432	0.2078	P 1 21 1
6UYD	L	Protein	214	X-ray	1.897	NA	NA	NA	NA	Homo sapiens	Structure of Hepatitis C Virus Envelope Glycoprotein E2mc3-v1 redesigned core from genotype 1a bound to broadly neutralizing antibody AR3C	He, L., et al. Sci Adv (2020)	0.2096	0.2432	0.2078	P 1 21 1
6UYD	A	Protein	233	X-ray	1.897	NA	NA	NA	NA	Homo sapiens	Structure of Hepatitis C Virus Envelope Glycoprotein E2mc3-v1 redesigned core from genotype 1a bound to broadly neutralizing antibody AR3C	He, L., et al. Sci Adv (2020)	0.2096	0.2432	0.2078	P 1 21 1
6UYD	H	Protein	233	X-ray	1.897	NA	NA	NA	NA	Homo sapiens	Structure of Hepatitis C Virus Envelope Glycoprotein E2mc3-v1 redesigned core from genotype 1a bound to broadly neutralizing antibody AR3C	He, L., et al. Sci Adv (2020)	0.2096	0.2432	0.2078	P 1 21 1
6UYD	F	Protein	177	X-ray	1.897	NA	NA	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	Hepatitis C virus (isolate H)	Structure of Hepatitis C Virus Envelope Glycoprotein E2mc3-v1 redesigned core from genotype 1a bound to broadly neutralizing antibody AR3C	He, L., et al. Sci Adv (2020)	0.2096	0.2432	0.2078	P 1 21 1
6UYD	E	Protein	177	X-ray	1.897	NA	NA	NAG (3)	2-acetamido-2-deoxy-beta-D-glucopyranose (3)	Hepatitis C virus (isolate H)	Structure of Hepatitis C Virus Envelope Glycoprotein E2mc3-v1 redesigned core from genotype 1a bound to broadly neutralizing antibody AR3C	He, L., et al. Sci Adv (2020)	0.2096	0.2432	0.2078	P 1 21 1
6UYG	G	Protein	61	X-ray	3.375	NA	NA	NA	NA	Streptococcus sp.	Structure of Hepatitis C Virus Envelope Glycoprotein E2c3 core from genotype 6a bound to broadly neutralizing antibody AR3A and non neutralizing antibody E1	He, L., et al. Sci Adv (2020)	0.2564	0.3055	0.2538	P 63 2 2
6UYG	B	Protein	219	X-ray	3.375	NA	NA	NA	NA	Homo sapiens	Structure of Hepatitis C Virus Envelope Glycoprotein E2c3 core from genotype 6a bound to broadly neutralizing antibody AR3A and non neutralizing antibody E1	He, L., et al. Sci Adv (2020)	0.2564	0.3055	0.2538	P 63 2 2
6UYG	A	Protein	227	X-ray	3.375	NA	NA	NA	NA	Homo sapiens	Structure of Hepatitis C Virus Envelope Glycoprotein E2c3 core from genotype 6a bound to broadly neutralizing antibody AR3A and non neutralizing antibody E1	He, L., et al. Sci Adv (2020)	0.2564	0.3055	0.2538	P 63 2 2
6UYG	L	Protein	214	X-ray	3.375	NA	NA	NA	NA	Homo sapiens	Structure of Hepatitis C Virus Envelope Glycoprotein E2c3 core from genotype 6a bound to broadly neutralizing antibody AR3A and non neutralizing antibody E1	He, L., et al. Sci Adv (2020)	0.2564	0.3055	0.2538	P 63 2 2
6UYG	H	Protein	232	X-ray	3.375	NA	NA	NA	NA	Homo sapiens	Structure of Hepatitis C Virus Envelope Glycoprotein E2c3 core from genotype 6a bound to broadly neutralizing antibody AR3A and non neutralizing antibody E1	He, L., et al. Sci Adv (2020)	0.2564	0.3055	0.2538	P 63 2 2
6UYG	E	Protein	189	X-ray	3.375	NA	NA	NAG (2)	2-acetamido-2-deoxy-beta-D-glucopyranose (2)	Recombinant Hepatitis C virus HK6a/JFH-1	Structure of Hepatitis C Virus Envelope Glycoprotein E2c3 core from genotype 6a bound to broadly neutralizing antibody AR3A and non neutralizing antibody E1	He, L., et al. Sci Adv (2020)	0.2564	0.3055	0.2538	P 63 2 2
6VLN	P	Protein	12	X-ray	1.63	NA	NA	NA	NA	Plasmodium falciparum	Crystal structure of 4498 Fab in complex with circumsporozoite protein DND3 and anti-Kappa VHH domain	Murugan, R., et al. Nat Med (2020)	0.2101	0.2343	0.2094	P 1 21 1
6VLN	K	Protein	121	X-ray	1.63	NA	NA	GOL	GLYCEROL	Camelidae mixed library	Crystal structure of 4498 Fab in complex with circumsporozoite protein DND3 and anti-Kappa VHH domain	Murugan, R., et al. Nat Med (2020)	0.2101	0.2343	0.2094	P 1 21 1
6VLN	L	Protein	213	X-ray	1.63	NA	NA	NA	NA	Homo sapiens	Crystal structure of 4498 Fab in complex with circumsporozoite protein DND3 and anti-Kappa VHH domain	Murugan, R., et al. Nat Med (2020)	0.2101	0.2343	0.2094	P 1 21 1
6VLN	H	Protein	230	X-ray	1.63	NA	NA	NA	NA	Homo sapiens	Crystal structure of 4498 Fab in complex with circumsporozoite protein DND3 and anti-Kappa VHH domain	Murugan, R., et al. Nat Med (2020)	0.2101	0.2343	0.2094	P 1 21 1
6WO5	F	Protein	191	X-ray	2.619	NA	NA	NAG (2)	2-acetamido-2-deoxy-beta-D-glucopyranose (2)	Hepatitis C virus (isolate H)	Structure of Hepatitis C Virus Envelope Glycoprotein E2 core from genotype 1a bound to neutralizing antibody 212.1.1 and non neutralizing antibody E1	Tzarum, N., et al. Sci Adv (2020)	0.2051	0.2499	0.2028	P 1 21 1
6WO5	E	Protein	191	X-ray	2.619	NA	NA	NAG (2)	2-acetamido-2-deoxy-beta-D-glucopyranose (2)	Hepatitis C virus (isolate H)	Structure of Hepatitis C Virus Envelope Glycoprotein E2 core from genotype 1a bound to neutralizing antibody 212.1.1 and non neutralizing antibody E1	Tzarum, N., et al. Sci Adv (2020)	0.2051	0.2499	0.2028	P 1 21 1
6WO5	I	Protein	214	X-ray	2.619	automated matches	NA	NA	NA	Homo sapiens	Structure of Hepatitis C Virus Envelope Glycoprotein E2 core from genotype 1a bound to neutralizing antibody 212.1.1 and non neutralizing antibody E1	Tzarum, N., et al. Sci Adv (2020)	0.2051	0.2499	0.2028	P 1 21 1
6WO5	L	Protein	214	X-ray	2.619	automated matches	NA	BMA	beta-D-mannopyranose	Homo sapiens	Structure of Hepatitis C Virus Envelope Glycoprotein E2 core from genotype 1a bound to neutralizing antibody 212.1.1 and non neutralizing antibody E1	Tzarum, N., et al. Sci Adv (2020)	0.2051	0.2499	0.2028	P 1 21 1
6WO5	G	Protein	230	X-ray	2.619	automated matches	NA	NA	NA	Homo sapiens	Structure of Hepatitis C Virus Envelope Glycoprotein E2 core from genotype 1a bound to neutralizing antibody 212.1.1 and non neutralizing antibody E1	Tzarum, N., et al. Sci Adv (2020)	0.2051	0.2499	0.2028	P 1 21 1
6WO5	H	Protein	230	X-ray	2.619	automated matches	NA	NA	NA	Homo sapiens	Structure of Hepatitis C Virus Envelope Glycoprotein E2 core from genotype 1a bound to neutralizing antibody 212.1.1 and non neutralizing antibody E1	Tzarum, N., et al. Sci Adv (2020)	0.2051	0.2499	0.2028	P 1 21 1
6WO5	D	Protein	221	X-ray	2.619	automated matches	NA	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	Homo sapiens	Structure of Hepatitis C Virus Envelope Glycoprotein E2 core from genotype 1a bound to neutralizing antibody 212.1.1 and non neutralizing antibody E1	Tzarum, N., et al. Sci Adv (2020)	0.2051	0.2499	0.2028	P 1 21 1
6WO5	B	Protein	221	X-ray	2.619	automated matches	NA	NA	NA	Homo sapiens	Structure of Hepatitis C Virus Envelope Glycoprotein E2 core from genotype 1a bound to neutralizing antibody 212.1.1 and non neutralizing antibody E1	Tzarum, N., et al. Sci Adv (2020)	0.2051	0.2499	0.2028	P 1 21 1
6WO5	C	Protein	227	X-ray	2.619	automated matches	NA	NA	NA	Homo sapiens	Structure of Hepatitis C Virus Envelope Glycoprotein E2 core from genotype 1a bound to neutralizing antibody 212.1.1 and non neutralizing antibody E1	Tzarum, N., et al. Sci Adv (2020)	0.2051	0.2499	0.2028	P 1 21 1
6WO5	A	Protein	227	X-ray	2.619	automated matches	NA	NA	NA	Homo sapiens	Structure of Hepatitis C Virus Envelope Glycoprotein E2 core from genotype 1a bound to neutralizing antibody 212.1.1 and non neutralizing antibody E1	Tzarum, N., et al. Sci Adv (2020)	0.2051	0.2499	0.2028	P 1 21 1
6WRP	L	Protein	219	X-ray	2.08	automated matches	NA	PEG (2),EDO,SO4 (2)	DI(HYDROXYETHYL)ETHER (2),1,2-ETHANEDIOL,SULFATE ION (2)	Homo sapiens	Crystal Structure of PI3-E12 Fab, An Antibody Against Human Parainfluenza Virus Type III	Boonyaratanakornkit, J., et al. MAbs (2021)	0.1988	0.2496	0.1961	P 21 21 21
6WRP	H	Protein	232	X-ray	2.08	automated matches	NA	PEG (2),EDO,SO4 (2),NH4 (2)	DI(HYDROXYETHYL)ETHER (2),1,2-ETHANEDIOL,SULFATE ION (2),AMMONIUM ION (2)	Homo sapiens	Crystal Structure of PI3-E12 Fab, An Antibody Against Human Parainfluenza Virus Type III	Boonyaratanakornkit, J., et al. MAbs (2021)	0.1988	0.2496	0.1961	P 21 21 21
6XQW	E	Protein	99	X-ray	2.991	Merozoite surface protein 1 (MSP-1)	MSP1 EGF domain 1 (EGF_MSP1_1)	NA	NA	Plasmodium falciparum	Crystal Structure of MaliM03 Fab in complex with Pfmsp1-19	Thouvenel, C.D., et al. J Exp Medicine (2021)	0.2545	0.3092	0.2516	C 1 2 1
6XQW	L	Protein	216	X-ray	2.991	automated matches	NA	NA	NA	Homo sapiens	Crystal Structure of MaliM03 Fab in complex with Pfmsp1-19	Thouvenel, C.D., et al. J Exp Medicine (2021)	0.2545	0.3092	0.2516	C 1 2 1
6XQW	H	Protein	223	X-ray	2.991	automated matches	NA	NA	NA	Homo sapiens	Crystal Structure of MaliM03 Fab in complex with Pfmsp1-19	Thouvenel, C.D., et al. J Exp Medicine (2021)	0.2545	0.3092	0.2516	C 1 2 1
7COE	D	Protein	223	X-ray	2.05	NA	Betacoronavirus spike glycoprotein S1, receptor binding (bCoV_S1_RBD)	EDO (3),NAG (2)	1,2-ETHANEDIOL (3),2-acetamido-2-deoxy-beta-D-glucopyranose (2)	Middle East respiratory syndrome-related coronavirus	Crystal structure of Receptor binding domain of MERS-CoV and KNIH90-F1 Fab complex	Jang, T.H., et al. Sci Rep (2022)	NA	0.2228	0.1764	P 1 21 1
7COE	A	Protein	223	X-ray	2.05	NA	Betacoronavirus spike glycoprotein S1, receptor binding (bCoV_S1_RBD)	EDO (3),NAG (2)	1,2-ETHANEDIOL (3),2-acetamido-2-deoxy-beta-D-glucopyranose (2)	Middle East respiratory syndrome-related coronavirus	Crystal structure of Receptor binding domain of MERS-CoV and KNIH90-F1 Fab complex	Jang, T.H., et al. Sci Rep (2022)	NA	0.2228	0.1764	P 1 21 1
7COE	C	Protein	215	X-ray	2.05	NA	NA	EDO (5)	1,2-ETHANEDIOL (5)	Homo sapiens	Crystal structure of Receptor binding domain of MERS-CoV and KNIH90-F1 Fab complex	Jang, T.H., et al. Sci Rep (2022)	NA	0.2228	0.1764	P 1 21 1
7COE	L	Protein	215	X-ray	2.05	NA	NA	EDO (3)	1,2-ETHANEDIOL (3)	Homo sapiens	Crystal structure of Receptor binding domain of MERS-CoV and KNIH90-F1 Fab complex	Jang, T.H., et al. Sci Rep (2022)	NA	0.2228	0.1764	P 1 21 1
7COE	H	Protein	237	X-ray	2.05	NA	NA	EDO (11)	1,2-ETHANEDIOL (11)	Homo sapiens	Crystal structure of Receptor binding domain of MERS-CoV and KNIH90-F1 Fab complex	Jang, T.H., et al. Sci Rep (2022)	NA	0.2228	0.1764	P 1 21 1
7COE	B	Protein	237	X-ray	2.05	NA	NA	EDO (4)	1,2-ETHANEDIOL (4)	Homo sapiens	Crystal structure of Receptor binding domain of MERS-CoV and KNIH90-F1 Fab complex	Jang, T.H., et al. Sci Rep (2022)	NA	0.2228	0.1764	P 1 21 1
7D9Z	H	Protein	217	X-ray	1.123	NA	NA	EDO (5),FLC	1,2-ETHANEDIOL (5),CITRATE ANION	Oryctolagus cuniculus	Crystal structure of anti-basigin Fab fragment	Sakuragi, T., et al. Nat Struct Mol Biol (2021)	0.1223	0.1503	0.1209	C 1 2 1
7D9Z	L	Protein	218	X-ray	1.123	NA	NA	EDO	1,2-ETHANEDIOL	Oryctolagus cuniculus	Crystal structure of anti-basigin Fab fragment	Sakuragi, T., et al. Nat Struct Mol Biol (2021)	0.1223	0.1503	0.1209	C 1 2 1
7E8M	L	Protein	214	X-ray	2.09	automated matches	NA	NA	NA	Homo sapiens	Crystal structure of SARS-CoV-2 antibody P2C-1F11 with mutated RBD	Wang, R., et al. Immunity (2021)	0.1704	0.1986	0.1689	C 1 2 1
7E8M	H	Protein	217	X-ray	2.09	automated matches	NA	NA	NA	Homo sapiens	Crystal structure of SARS-CoV-2 antibody P2C-1F11 with mutated RBD	Wang, R., et al. Immunity (2021)	0.1704	0.1986	0.1689	C 1 2 1
7E8M	E	Protein	195	X-ray	2.09	Spike protein S1	Betacoronavirus spike glycoprotein S1, receptor binding (bCoV_S1_RBD)	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	Severe acute respiratory syndrome coronavirus 2	Crystal structure of SARS-CoV-2 antibody P2C-1F11 with mutated RBD	Wang, R., et al. Immunity (2021)	0.1704	0.1986	0.1689	C 1 2 1
7JHG	B	Protein	198	EM	3.47	NA	5'-AMP-activated protein kinase beta subunit, interaction domain (AMPKBI)	NA	NA	Homo sapiens	Cryo-EM structure of ATP-bound fully inactive AMPK in complex with Dorsomorphin (Compound C) and Fab-nanobody	Yan, Y., et al. Science (2021)	NA	NA	NA	NA
7JHG	N	Protein	159	EM	3.47	NA	NA	NA	NA	synthetic construct	Cryo-EM structure of ATP-bound fully inactive AMPK in complex with Dorsomorphin (Compound C) and Fab-nanobody	Yan, Y., et al. Science (2021)	NA	NA	NA	NA
7JHG	H	Protein	237	EM	3.47	NA	NA	NA	NA	synthetic construct	Cryo-EM structure of ATP-bound fully inactive AMPK in complex with Dorsomorphin (Compound C) and Fab-nanobody	Yan, Y., et al. Science (2021)	NA	NA	NA	NA
7JHG	L	Protein	215	EM	3.47	NA	NA	NA	NA	synthetic construct	Cryo-EM structure of ATP-bound fully inactive AMPK in complex with Dorsomorphin (Compound C) and Fab-nanobody	Yan, Y., et al. Science (2021)	NA	NA	NA	NA
7JHG	M	Protein	373	EM	3.47	NA	Bacterial extracellular solute-binding protein (SBP_bac_1)	NA	NA	Escherichia coli K-12	Cryo-EM structure of ATP-bound fully inactive AMPK in complex with Dorsomorphin (Compound C) and Fab-nanobody	Yan, Y., et al. Science (2021)	NA	NA	NA	NA
7JHG	G	Protein	306	EM	3.47	NA	CBS domain (CBS)	AMP,ADP,ATP	ADENOSINE MONOPHOSPHATE,ADENOSINE-5'-DIPHOSPHATE,ADENOSINE-5'-TRIPHOSPHATE	Homo sapiens	Cryo-EM structure of ATP-bound fully inactive AMPK in complex with Dorsomorphin (Compound C) and Fab-nanobody	Yan, Y., et al. Science (2021)	NA	NA	NA	NA
7JHG	A	Protein	484	EM	3.47	NA	Adenylate sensor of SNF1-like protein kinase (AdenylateSensor)	TAK	6-[4-(2-piperidin-1-ylethoxy)phenyl]-3-pyridin-4-ylpyrazolo[1,5-a]pyrimidine	Homo sapiens	Cryo-EM structure of ATP-bound fully inactive AMPK in complex with Dorsomorphin (Compound C) and Fab-nanobody	Yan, Y., et al. Science (2021)	NA	NA	NA	NA
7JTF	F	Protein	189	X-ray	3.35	NA	NA	NA	NA	Recombinant Hepatitis C virus HK6a/JFH-1	Structure of Hepatitis C Virus Envelope Glycoprotein E2 core from genotype 6a bound to broadly neutralizing antibody RM2-01	Tzarum, N., et al. Immunity (2021)	0.2449	0.2959	0.2423	P 1 21 1
7JTF	E	Protein	189	X-ray	3.35	NA	NA	NA	NA	Recombinant Hepatitis C virus HK6a/JFH-1	Structure of Hepatitis C Virus Envelope Glycoprotein E2 core from genotype 6a bound to broadly neutralizing antibody RM2-01	Tzarum, N., et al. Immunity (2021)	0.2449	0.2959	0.2423	P 1 21 1
7JTF	D	Protein	214	X-ray	3.35	NA	NA	NA	NA	Macaca mulatta	Structure of Hepatitis C Virus Envelope Glycoprotein E2 core from genotype 6a bound to broadly neutralizing antibody RM2-01	Tzarum, N., et al. Immunity (2021)	0.2449	0.2959	0.2423	P 1 21 1
7JTF	B	Protein	214	X-ray	3.35	NA	NA	NA	NA	Macaca mulatta	Structure of Hepatitis C Virus Envelope Glycoprotein E2 core from genotype 6a bound to broadly neutralizing antibody RM2-01	Tzarum, N., et al. Immunity (2021)	0.2449	0.2959	0.2423	P 1 21 1
7JTF	C	Protein	229	X-ray	3.35	NA	NA	NA	NA	Macaca mulatta	Structure of Hepatitis C Virus Envelope Glycoprotein E2 core from genotype 6a bound to broadly neutralizing antibody RM2-01	Tzarum, N., et al. Immunity (2021)	0.2449	0.2959	0.2423	P 1 21 1
7JTF	A	Protein	229	X-ray	3.35	NA	NA	NA	NA	Macaca mulatta	Structure of Hepatitis C Virus Envelope Glycoprotein E2 core from genotype 6a bound to broadly neutralizing antibody RM2-01	Tzarum, N., et al. Immunity (2021)	0.2449	0.2959	0.2423	P 1 21 1
7JTG	E	Protein	189	X-ray	2.6	NA	NA	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	Recombinant Hepatitis C virus HK6a/JFH-1	Structure of Hepatitis C Virus Envelope Glycoprotein E2 core from genotype 6a bound to broadly neutralizing antibody RM11-43	Tzarum, N., et al. Immunity (2021)	0.2248	0.2692	0.2223	P 21 21 21
7JTG	B	Protein	214	X-ray	2.6	automated matches	NA	NA	NA	Macaca mulatta	Structure of Hepatitis C Virus Envelope Glycoprotein E2 core from genotype 6a bound to broadly neutralizing antibody RM11-43	Tzarum, N., et al. Immunity (2021)	0.2248	0.2692	0.2223	P 21 21 21
7JTG	A	Protein	233	X-ray	2.6	automated matches	NA	NA	NA	Macaca mulatta	Structure of Hepatitis C Virus Envelope Glycoprotein E2 core from genotype 6a bound to broadly neutralizing antibody RM11-43	Tzarum, N., et al. Immunity (2021)	0.2248	0.2692	0.2223	P 21 21 21
7K76	P	Protein	15	X-ray	2.14	NA	NA	NA	NA	Plasmodium falciparum	Crystal structure of MAD2-6 IgG Fab in complex with PfCSP N-terminal peptide.	Tan, J., et al. Sci Transl Med (2021)	0.1854	0.2177	0.1841	P 21 21 21
7K76	L	Protein	213	X-ray	2.14	NA	NA	NA	NA	Homo sapiens	Crystal structure of MAD2-6 IgG Fab in complex with PfCSP N-terminal peptide.	Tan, J., et al. Sci Transl Med (2021)	0.1854	0.2177	0.1841	P 21 21 21
7K76	B	Protein	213	X-ray	2.14	NA	NA	NA	NA	Homo sapiens	Crystal structure of MAD2-6 IgG Fab in complex with PfCSP N-terminal peptide.	Tan, J., et al. Sci Transl Med (2021)	0.1854	0.2177	0.1841	P 21 21 21
7K76	H	Protein	226	X-ray	2.14	NA	NA	NA	NA	Homo sapiens	Crystal structure of MAD2-6 IgG Fab in complex with PfCSP N-terminal peptide.	Tan, J., et al. Sci Transl Med (2021)	0.1854	0.2177	0.1841	P 21 21 21
7K76	A	Protein	226	X-ray	2.14	NA	NA	NA	NA	Homo sapiens	Crystal structure of MAD2-6 IgG Fab in complex with PfCSP N-terminal peptide.	Tan, J., et al. Sci Transl Med (2021)	0.1854	0.2177	0.1841	P 21 21 21
7K93	K	Protein	251	X-ray	2.89	automated matches	NA	NA	NA	Mus musculus	DENV2 NS1 in complex with neutralizing 2B7 single chain Fab variable region (scFv)	Biering, S.B., et al. Science (2021)	0.2244	0.2686	0.2227	P 21 21 21
7K93	I	Protein	251	X-ray	2.89	automated matches	NA	NA	NA	Mus musculus	DENV2 NS1 in complex with neutralizing 2B7 single chain Fab variable region (scFv)	Biering, S.B., et al. Science (2021)	0.2244	0.2686	0.2227	P 21 21 21
7K93	G	Protein	251	X-ray	2.89	automated matches	NA	NA	NA	Mus musculus	DENV2 NS1 in complex with neutralizing 2B7 single chain Fab variable region (scFv)	Biering, S.B., et al. Science (2021)	0.2244	0.2686	0.2227	P 21 21 21
7K93	E	Protein	251	X-ray	2.89	automated matches	NA	NA	NA	Mus musculus	DENV2 NS1 in complex with neutralizing 2B7 single chain Fab variable region (scFv)	Biering, S.B., et al. Science (2021)	0.2244	0.2686	0.2227	P 21 21 21
7K93	D	Protein	376	X-ray	2.89	NA	Flavivirus non-structural Protein NS1 (Flavi_NS1)	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	dengue virus type 2	DENV2 NS1 in complex with neutralizing 2B7 single chain Fab variable region (scFv)	Biering, S.B., et al. Science (2021)	0.2244	0.2686	0.2227	P 21 21 21
7K93	C	Protein	376	X-ray	2.89	NA	Flavivirus non-structural Protein NS1 (Flavi_NS1)	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	dengue virus type 2	DENV2 NS1 in complex with neutralizing 2B7 single chain Fab variable region (scFv)	Biering, S.B., et al. Science (2021)	0.2244	0.2686	0.2227	P 21 21 21
7K93	B	Protein	376	X-ray	2.89	NA	Flavivirus non-structural Protein NS1 (Flavi_NS1)	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	dengue virus type 2	DENV2 NS1 in complex with neutralizing 2B7 single chain Fab variable region (scFv)	Biering, S.B., et al. Science (2021)	0.2244	0.2686	0.2227	P 21 21 21
